1391	3	4
1392	3	4
1394	3	4
1397	3	1
1401	3	4
1403	4	4
1404	3	5
1408	3	5
1410	3	0
1412	3	4
1414	6	0
1415	4	5
1417	1	3
1419	3	1
1421	3	1
1426	6	3
1427	3	6
1428	5	6
1430	6	6
1435	5	6
1437	0	3
1439	6	2
1441	0	4
1443	1	5
1445	6	3
1447	1	6
1456	3	1
1461	0	4
1464	4	5
1471	1	1
1477	2	2
1478	0	6
1479	3	4
1482	5	6
1486	6	2
1487	6	1
1495	4	4
1498	7	5
1500	3	4
1511	5	6
1512	5	6
1518	3	1
1521	6	1
1524	3	6
1526	3	4
1529	2	6
1531	7	4
1533	1	1
1535	1	4
1539	5	6
1541	3	4
1547	2	0
1550	3	6
1554	6	0
1555	5	6
1556	7	4
1558	1	3
1560	1	2
1561	2	2
1562	6	1
1567	6	6
1571	2	6
1573	5	2
1576	1	6
1577	3	3
1578	5	6
1582	3	6
1584	4	4
1586	0	5
1588	1	6
1591	6	4
1593	6	6
1597	6	6
1598	3	6
1602	3	1
1603	3	4
1604	6	6
1606	6	4
1610	3	1
1615	3	5
1616	5	6
1626	7	4
1628	3	4
1629	3	1
1631	3	3
1633	6	1
1634	7	1
1638	1	1
1639	3	6
1641	6	2
1643	5	6
1644	3	6
1646	2	3
1651	5	1
1653	3	1
1655	5	6
1656	6	6
1657	6	0
1658	5	2
1659	4	4
1669	6	6
1670	5	6
1671	2	6
1675	6	3
1676	3	1
1680	6	4
1682	6	1
1691	3	6
1693	6	4
1695	3	1
1704	3	5
1705	4	5
1709	4	4
1714	3	5
1715	1	1
1717	2	6
1720	6	1
1721	3	3
1726	3	1
1736	7	0
1744	6	6
1749	6	2
1750	2	6
1751	3	6
1755	2	6
1757	5	0
1760	7	1
1761	1	4
1762	6	2
1767	3	1
1769	5	6
1771	6	6
1773	2	5
1775	5	6
